candidate_id,candidate_name,model,task_name,data,num_batches,status,error,sfrd
timesnet_long_term_forecast_etth1_el1_dm32_df128_tk7_nk6_0001,timesnet_long_term_forecast_etth1_el1_dm32_df128_tk7_nk6_0001,TimesNet,long_term_forecast,ETTh1,5,success,,-0.003601701930165291
timesnet_long_term_forecast_etth1_el2_dm64_df256_tk6_nk3_0002,timesnet_long_term_forecast_etth1_el2_dm64_df256_tk6_nk3_0002,TimesNet,long_term_forecast,ETTh1,5,success,,-0.006811938341706991
timesnet_long_term_forecast_etth1_el4_dm8_df16_tk5_nk6_0003,timesnet_long_term_forecast_etth1_el4_dm8_df16_tk5_nk6_0003,TimesNet,long_term_forecast,ETTh1,5,success,,-0.0007411312777549029
timesnet_long_term_forecast_etth1_el4_dm8_df16_tk8_nk7_0004,timesnet_long_term_forecast_etth1_el4_dm8_df16_tk8_nk7_0004,TimesNet,long_term_forecast,ETTh1,5,success,,0.005958045925945043
timesnet_long_term_forecast_etth1_el4_dm64_df256_tk5_nk8_0005,timesnet_long_term_forecast_etth1_el4_dm64_df256_tk5_nk8_0005,TimesNet,long_term_forecast,ETTh1,5,success,,-0.0035984167829155923
timesnet_long_term_forecast_etth1_el1_dm32_df128_tk2_nk3_0006,timesnet_long_term_forecast_etth1_el1_dm32_df128_tk2_nk3_0006,TimesNet,long_term_forecast,ETTh1,5,success,,-0.004802759550511837
timesnet_long_term_forecast_etth1_el2_dm16_df32_tk8_nk4_0007,timesnet_long_term_forecast_etth1_el2_dm16_df32_tk8_nk4_0007,TimesNet,long_term_forecast,ETTh1,5,success,,0.0031379217281937597
timesnet_long_term_forecast_etth1_el4_dm32_df128_tk4_nk3_0008,timesnet_long_term_forecast_etth1_el4_dm32_df128_tk4_nk3_0008,TimesNet,long_term_forecast,ETTh1,5,success,,0.008977593015879392
timesnet_long_term_forecast_etth1_el4_dm64_df128_tk4_nk3_0009,timesnet_long_term_forecast_etth1_el4_dm64_df128_tk4_nk3_0009,TimesNet,long_term_forecast,ETTh1,5,success,,7.815808057785035e-05
timesnet_long_term_forecast_etth1_el4_dm16_df64_tk2_nk8_0010,timesnet_long_term_forecast_etth1_el4_dm16_df64_tk2_nk8_0010,TimesNet,long_term_forecast,ETTh1,5,success,,-0.006831393577158451
timesnet_long_term_forecast_etth1_el3_dm32_df64_tk5_nk6_0011,timesnet_long_term_forecast_etth1_el3_dm32_df64_tk5_nk6_0011,TimesNet,long_term_forecast,ETTh1,5,success,,0.005156007036566735
timesnet_long_term_forecast_etth1_el4_dm16_df64_tk8_nk5_0012,timesnet_long_term_forecast_etth1_el4_dm16_df64_tk8_nk5_0012,TimesNet,long_term_forecast,ETTh1,5,success,,-0.0012404495850205422
timesnet_long_term_forecast_etth1_el4_dm16_df32_tk6_nk8_0013,timesnet_long_term_forecast_etth1_el4_dm16_df32_tk6_nk8_0013,TimesNet,long_term_forecast,ETTh1,5,success,,0.006835125712677836
timesnet_long_term_forecast_etth1_el3_dm64_df256_tk8_nk6_0014,timesnet_long_term_forecast_etth1_el3_dm64_df256_tk8_nk6_0014,TimesNet,long_term_forecast,ETTh1,5,success,,0.009506423957645893
timesnet_long_term_forecast_etth1_el4_dm32_df64_tk6_nk4_0015,timesnet_long_term_forecast_etth1_el4_dm32_df64_tk6_nk4_0015,TimesNet,long_term_forecast,ETTh1,5,success,,-0.010923877451568842
timesnet_long_term_forecast_etth1_el3_dm32_df128_tk5_nk6_0016,timesnet_long_term_forecast_etth1_el3_dm32_df128_tk5_nk6_0016,TimesNet,long_term_forecast,ETTh1,5,success,,-0.008537317160516977
timesnet_long_term_forecast_etth1_el2_dm16_df64_tk6_nk8_0017,timesnet_long_term_forecast_etth1_el2_dm16_df64_tk6_nk8_0017,TimesNet,long_term_forecast,ETTh1,5,success,,-0.017424388974905013
timesnet_long_term_forecast_etth1_el1_dm8_df16_tk2_nk8_0018,timesnet_long_term_forecast_etth1_el1_dm8_df16_tk2_nk8_0018,TimesNet,long_term_forecast,ETTh1,5,success,,0.004716103617101908
timesnet_long_term_forecast_etth1_el4_dm32_df128_tk8_nk6_0019,timesnet_long_term_forecast_etth1_el4_dm32_df128_tk8_nk6_0019,TimesNet,long_term_forecast,ETTh1,5,success,,0.002577567286789417
timesnet_long_term_forecast_etth1_el1_dm16_df64_tk8_nk6_0020,timesnet_long_term_forecast_etth1_el1_dm16_df64_tk8_nk6_0020,TimesNet,long_term_forecast,ETTh1,5,success,,0.006828765594400465
timesnet_long_term_forecast_etth1_el1_dm32_df128_tk4_nk7_0021,timesnet_long_term_forecast_etth1_el1_dm32_df128_tk4_nk7_0021,TimesNet,long_term_forecast,ETTh1,5,success,,-0.002518989611417055
timesnet_long_term_forecast_etth1_el2_dm64_df128_tk2_nk3_0022,timesnet_long_term_forecast_etth1_el2_dm64_df128_tk2_nk3_0022,TimesNet,long_term_forecast,ETTh1,5,success,,0.004899835772812366
timesnet_long_term_forecast_etth1_el1_dm32_df64_tk7_nk5_0023,timesnet_long_term_forecast_etth1_el1_dm32_df64_tk7_nk5_0023,TimesNet,long_term_forecast,ETTh1,5,success,,0.004571240674704313
timesnet_long_term_forecast_etth1_el3_dm32_df128_tk8_nk5_0024,timesnet_long_term_forecast_etth1_el3_dm32_df128_tk8_nk5_0024,TimesNet,long_term_forecast,ETTh1,5,success,,0.005211482010781765
timesnet_long_term_forecast_etth1_el1_dm8_df16_tk5_nk8_0025,timesnet_long_term_forecast_etth1_el1_dm8_df16_tk5_nk8_0025,TimesNet,long_term_forecast,ETTh1,5,success,,-0.0014438477344810962
timesnet_long_term_forecast_etth1_el3_dm64_df256_tk8_nk5_0026,timesnet_long_term_forecast_etth1_el3_dm64_df256_tk8_nk5_0026,TimesNet,long_term_forecast,ETTh1,5,success,,0.008190729096531868
timesnet_long_term_forecast_etth1_el2_dm64_df256_tk4_nk4_0027,timesnet_long_term_forecast_etth1_el2_dm64_df256_tk4_nk4_0027,TimesNet,long_term_forecast,ETTh1,5,success,,0.0025561433285474777
timesnet_long_term_forecast_etth1_el2_dm16_df32_tk3_nk7_0028,timesnet_long_term_forecast_etth1_el2_dm16_df32_tk3_nk7_0028,TimesNet,long_term_forecast,ETTh1,5,success,,0.008423930220305919
timesnet_long_term_forecast_etth1_el3_dm16_df64_tk4_nk6_0029,timesnet_long_term_forecast_etth1_el3_dm16_df64_tk4_nk6_0029,TimesNet,long_term_forecast,ETTh1,5,success,,-0.005284583382308483
timesnet_long_term_forecast_etth1_el2_dm32_df64_tk3_nk8_0030,timesnet_long_term_forecast_etth1_el2_dm32_df64_tk3_nk8_0030,TimesNet,long_term_forecast,ETTh1,5,success,,-0.002026639599353075
timesnet_long_term_forecast_etth1_el3_dm8_df16_tk8_nk7_0031,timesnet_long_term_forecast_etth1_el3_dm8_df16_tk8_nk7_0031,TimesNet,long_term_forecast,ETTh1,5,success,,-0.02095686215907335
timesnet_long_term_forecast_etth1_el3_dm8_df32_tk4_nk7_0032,timesnet_long_term_forecast_etth1_el3_dm8_df32_tk4_nk7_0032,TimesNet,long_term_forecast,ETTh1,5,success,,-0.01025009173899889
timesnet_long_term_forecast_etth1_el3_dm16_df32_tk4_nk5_0033,timesnet_long_term_forecast_etth1_el3_dm16_df32_tk4_nk5_0033,TimesNet,long_term_forecast,ETTh1,5,success,,-0.01621365826576948
timesnet_long_term_forecast_etth1_el4_dm8_df32_tk2_nk4_0034,timesnet_long_term_forecast_etth1_el4_dm8_df32_tk2_nk4_0034,TimesNet,long_term_forecast,ETTh1,5,success,,-0.0022067070938646795
timesnet_long_term_forecast_etth1_el4_dm64_df256_tk2_nk7_0035,timesnet_long_term_forecast_etth1_el4_dm64_df256_tk2_nk7_0035,TimesNet,long_term_forecast,ETTh1,5,success,,-0.007948023453354835
timesnet_long_term_forecast_etth1_el1_dm16_df64_tk7_nk3_0036,timesnet_long_term_forecast_etth1_el1_dm16_df64_tk7_nk3_0036,TimesNet,long_term_forecast,ETTh1,5,success,,0.0004884130321443081
timesnet_long_term_forecast_etth1_el3_dm8_df16_tk6_nk4_0037,timesnet_long_term_forecast_etth1_el3_dm8_df16_tk6_nk4_0037,TimesNet,long_term_forecast,ETTh1,5,success,,0.0003950485028326511
timesnet_long_term_forecast_etth1_el1_dm32_df64_tk4_nk6_0038,timesnet_long_term_forecast_etth1_el1_dm32_df64_tk4_nk6_0038,TimesNet,long_term_forecast,ETTh1,5,success,,0.017053561750799417
timesnet_long_term_forecast_etth1_el4_dm16_df64_tk3_nk4_0039,timesnet_long_term_forecast_etth1_el4_dm16_df64_tk3_nk4_0039,TimesNet,long_term_forecast,ETTh1,5,success,,-0.0014444865286350251
timesnet_long_term_forecast_etth1_el4_dm16_df32_tk3_nk6_0040,timesnet_long_term_forecast_etth1_el4_dm16_df32_tk3_nk6_0040,TimesNet,long_term_forecast,ETTh1,5,success,,-0.008921954501420259
timesnet_long_term_forecast_etth1_el2_dm64_df128_tk3_nk7_0041,timesnet_long_term_forecast_etth1_el2_dm64_df128_tk3_nk7_0041,TimesNet,long_term_forecast,ETTh1,5,success,,-0.003233147133141756
timesnet_long_term_forecast_etth1_el2_dm64_df128_tk2_nk4_0042,timesnet_long_term_forecast_etth1_el2_dm64_df128_tk2_nk4_0042,TimesNet,long_term_forecast,ETTh1,5,success,,-0.0007600359618663788
timesnet_long_term_forecast_etth1_el3_dm64_df128_tk4_nk3_0043,timesnet_long_term_forecast_etth1_el3_dm64_df128_tk4_nk3_0043,TimesNet,long_term_forecast,ETTh1,5,success,,-0.006355674751102924
timesnet_long_term_forecast_etth1_el1_dm64_df128_tk8_nk3_0044,timesnet_long_term_forecast_etth1_el1_dm64_df128_tk8_nk3_0044,TimesNet,long_term_forecast,ETTh1,5,success,,-0.001523525081574917
timesnet_long_term_forecast_etth1_el4_dm64_df256_tk5_nk3_0045,timesnet_long_term_forecast_etth1_el4_dm64_df256_tk5_nk3_0045,TimesNet,long_term_forecast,ETTh1,5,success,,0.0014887925237417222
timesnet_long_term_forecast_etth1_el4_dm32_df64_tk3_nk3_0046,timesnet_long_term_forecast_etth1_el4_dm32_df64_tk3_nk3_0046,TimesNet,long_term_forecast,ETTh1,5,success,,0.004917465895414352
timesnet_long_term_forecast_etth1_el2_dm64_df256_tk2_nk5_0047,timesnet_long_term_forecast_etth1_el2_dm64_df256_tk2_nk5_0047,TimesNet,long_term_forecast,ETTh1,5,success,,-0.0007666124030947686
timesnet_long_term_forecast_etth1_el1_dm8_df32_tk3_nk5_0048,timesnet_long_term_forecast_etth1_el1_dm8_df32_tk3_nk5_0048,TimesNet,long_term_forecast,ETTh1,5,success,,0.004844596702605486
timesnet_long_term_forecast_etth1_el3_dm8_df32_tk8_nk8_0049,timesnet_long_term_forecast_etth1_el3_dm8_df32_tk8_nk8_0049,TimesNet,long_term_forecast,ETTh1,5,success,,0.0008401859551668168
timesnet_long_term_forecast_etth1_el3_dm8_df32_tk7_nk3_0050,timesnet_long_term_forecast_etth1_el3_dm8_df32_tk7_nk3_0050,TimesNet,long_term_forecast,ETTh1,5,success,,0.003809054009616375
timesnet_long_term_forecast_etth1_el3_dm64_df128_tk5_nk5_0051,timesnet_long_term_forecast_etth1_el3_dm64_df128_tk5_nk5_0051,TimesNet,long_term_forecast,ETTh1,5,success,,-0.01274331733584404
timesnet_long_term_forecast_etth1_el3_dm32_df64_tk6_nk3_0052,timesnet_long_term_forecast_etth1_el3_dm32_df64_tk6_nk3_0052,TimesNet,long_term_forecast,ETTh1,5,success,,-0.0027794600930064915
timesnet_long_term_forecast_etth1_el1_dm32_df64_tk4_nk8_0053,timesnet_long_term_forecast_etth1_el1_dm32_df64_tk4_nk8_0053,TimesNet,long_term_forecast,ETTh1,5,success,,-0.004753079917281866
timesnet_long_term_forecast_etth1_el3_dm16_df64_tk5_nk3_0054,timesnet_long_term_forecast_etth1_el3_dm16_df64_tk5_nk3_0054,TimesNet,long_term_forecast,ETTh1,5,success,,0.004636673303321004
timesnet_long_term_forecast_etth1_el4_dm32_df64_tk5_nk8_0055,timesnet_long_term_forecast_etth1_el4_dm32_df64_tk5_nk8_0055,TimesNet,long_term_forecast,ETTh1,5,success,,-0.014742255490273238
timesnet_long_term_forecast_etth1_el4_dm16_df64_tk2_nk4_0056,timesnet_long_term_forecast_etth1_el4_dm16_df64_tk2_nk4_0056,TimesNet,long_term_forecast,ETTh1,5,success,,0.006970314215868712
timesnet_long_term_forecast_etth1_el4_dm8_df16_tk4_nk3_0057,timesnet_long_term_forecast_etth1_el4_dm8_df16_tk4_nk3_0057,TimesNet,long_term_forecast,ETTh1,5,success,,-0.01186291966587305
timesnet_long_term_forecast_etth1_el1_dm32_df128_tk6_nk7_0058,timesnet_long_term_forecast_etth1_el1_dm32_df128_tk6_nk7_0058,TimesNet,long_term_forecast,ETTh1,5,success,,-0.002853080630302429
timesnet_long_term_forecast_etth1_el3_dm32_df64_tk7_nk4_0059,timesnet_long_term_forecast_etth1_el3_dm32_df64_tk7_nk4_0059,TimesNet,long_term_forecast,ETTh1,5,success,,0.005291534680873155
timesnet_long_term_forecast_etth1_el4_dm8_df16_tk6_nk8_0060,timesnet_long_term_forecast_etth1_el4_dm8_df16_tk6_nk8_0060,TimesNet,long_term_forecast,ETTh1,5,success,,-0.0013953350484371186
timesnet_long_term_forecast_etth1_el4_dm32_df128_tk3_nk8_0061,timesnet_long_term_forecast_etth1_el4_dm32_df128_tk3_nk8_0061,TimesNet,long_term_forecast,ETTh1,5,success,,-0.017245045956224204
timesnet_long_term_forecast_etth1_el3_dm16_df64_tk4_nk8_0062,timesnet_long_term_forecast_etth1_el3_dm16_df64_tk4_nk8_0062,TimesNet,long_term_forecast,ETTh1,5,success,,-0.008086846536025405
timesnet_long_term_forecast_etth1_el4_dm8_df32_tk6_nk3_0063,timesnet_long_term_forecast_etth1_el4_dm8_df32_tk6_nk3_0063,TimesNet,long_term_forecast,ETTh1,5,success,,0.009495089109987021
timesnet_long_term_forecast_etth1_el2_dm32_df64_tk6_nk4_0064,timesnet_long_term_forecast_etth1_el2_dm32_df64_tk6_nk4_0064,TimesNet,long_term_forecast,ETTh1,5,success,,0.00029170215129852294
timesnet_long_term_forecast_etth1_el3_dm32_df64_tk5_nk5_0065,timesnet_long_term_forecast_etth1_el3_dm32_df64_tk5_nk5_0065,TimesNet,long_term_forecast,ETTh1,5,success,,0.0031583561562001706
timesnet_long_term_forecast_etth1_el4_dm16_df64_tk5_nk6_0066,timesnet_long_term_forecast_etth1_el4_dm16_df64_tk5_nk6_0066,TimesNet,long_term_forecast,ETTh1,5,success,,0.01227304507046938
timesnet_long_term_forecast_etth1_el3_dm64_df256_tk4_nk6_0067,timesnet_long_term_forecast_etth1_el3_dm64_df256_tk4_nk6_0067,TimesNet,long_term_forecast,ETTh1,5,success,,0.0041383903473615645
timesnet_long_term_forecast_etth1_el4_dm8_df32_tk2_nk3_0068,timesnet_long_term_forecast_etth1_el4_dm8_df32_tk2_nk3_0068,TimesNet,long_term_forecast,ETTh1,5,success,,0.012160758394747973
timesnet_long_term_forecast_etth1_el4_dm8_df32_tk3_nk7_0069,timesnet_long_term_forecast_etth1_el4_dm8_df32_tk3_nk7_0069,TimesNet,long_term_forecast,ETTh1,5,success,,0.020418182387948035
timesnet_long_term_forecast_etth1_el1_dm8_df32_tk3_nk6_0070,timesnet_long_term_forecast_etth1_el1_dm8_df32_tk3_nk6_0070,TimesNet,long_term_forecast,ETTh1,5,success,,-0.0008913650177419186
timesnet_long_term_forecast_etth1_el4_dm32_df64_tk2_nk5_0071,timesnet_long_term_forecast_etth1_el4_dm32_df64_tk2_nk5_0071,TimesNet,long_term_forecast,ETTh1,5,success,,-0.005234983819536865
timesnet_long_term_forecast_etth1_el2_dm16_df32_tk8_nk6_0072,timesnet_long_term_forecast_etth1_el2_dm16_df32_tk8_nk6_0072,TimesNet,long_term_forecast,ETTh1,5,success,,-0.006197133660316467
timesnet_long_term_forecast_etth1_el1_dm64_df128_tk4_nk3_0073,timesnet_long_term_forecast_etth1_el1_dm64_df128_tk4_nk3_0073,TimesNet,long_term_forecast,ETTh1,5,success,,0.008411655575037003
timesnet_long_term_forecast_etth1_el1_dm16_df32_tk4_nk7_0074,timesnet_long_term_forecast_etth1_el1_dm16_df32_tk4_nk7_0074,TimesNet,long_term_forecast,ETTh1,5,success,,0.017973779048770667
timesnet_long_term_forecast_etth1_el4_dm8_df32_tk5_nk6_0075,timesnet_long_term_forecast_etth1_el4_dm8_df32_tk5_nk6_0075,TimesNet,long_term_forecast,ETTh1,5,success,,0.013517577014863492
timesnet_long_term_forecast_etth1_el4_dm64_df128_tk4_nk5_0076,timesnet_long_term_forecast_etth1_el4_dm64_df128_tk4_nk5_0076,TimesNet,long_term_forecast,ETTh1,5,success,,-0.005945499334484339
timesnet_long_term_forecast_etth1_el3_dm32_df64_tk8_nk6_0077,timesnet_long_term_forecast_etth1_el3_dm32_df64_tk8_nk6_0077,TimesNet,long_term_forecast,ETTh1,5,success,,-0.0016789909452199936
timesnet_long_term_forecast_etth1_el3_dm64_df128_tk8_nk5_0078,timesnet_long_term_forecast_etth1_el3_dm64_df128_tk8_nk5_0078,TimesNet,long_term_forecast,ETTh1,5,success,,0.010262654861435294
timesnet_long_term_forecast_etth1_el1_dm64_df128_tk8_nk6_0079,timesnet_long_term_forecast_etth1_el1_dm64_df128_tk8_nk6_0079,TimesNet,long_term_forecast,ETTh1,5,success,,-0.008166099106892944
timesnet_long_term_forecast_etth1_el3_dm64_df256_tk5_nk6_0080,timesnet_long_term_forecast_etth1_el3_dm64_df256_tk5_nk6_0080,TimesNet,long_term_forecast,ETTh1,5,success,,0.007886812556535006
timesnet_long_term_forecast_etth1_el2_dm16_df64_tk3_nk3_0081,timesnet_long_term_forecast_etth1_el2_dm16_df64_tk3_nk3_0081,TimesNet,long_term_forecast,ETTh1,5,success,,0.0037740735337138177
timesnet_long_term_forecast_etth1_el1_dm32_df128_tk8_nk6_0082,timesnet_long_term_forecast_etth1_el1_dm32_df128_tk8_nk6_0082,TimesNet,long_term_forecast,ETTh1,5,success,,0.002442887797951698
timesnet_long_term_forecast_etth1_el4_dm64_df128_tk5_nk8_0083,timesnet_long_term_forecast_etth1_el4_dm64_df128_tk5_nk8_0083,TimesNet,long_term_forecast,ETTh1,5,success,,0.009093808243051171
timesnet_long_term_forecast_etth1_el3_dm64_df128_tk3_nk8_0084,timesnet_long_term_forecast_etth1_el3_dm64_df128_tk3_nk8_0084,TimesNet,long_term_forecast,ETTh1,5,success,,-2.3793056607246398e-05
timesnet_long_term_forecast_etth1_el3_dm64_df128_tk8_nk4_0085,timesnet_long_term_forecast_etth1_el3_dm64_df128_tk8_nk4_0085,TimesNet,long_term_forecast,ETTh1,5,success,,-0.0004628434777259827
timesnet_long_term_forecast_etth1_el4_dm16_df32_tk6_nk4_0086,timesnet_long_term_forecast_etth1_el4_dm16_df32_tk6_nk4_0086,TimesNet,long_term_forecast,ETTh1,5,success,,-0.0006397944875061512
timesnet_long_term_forecast_etth1_el2_dm32_df64_tk3_nk7_0087,timesnet_long_term_forecast_etth1_el2_dm32_df64_tk3_nk7_0087,TimesNet,long_term_forecast,ETTh1,5,success,,-0.002110616769641638
timesnet_long_term_forecast_etth1_el4_dm16_df64_tk4_nk3_0088,timesnet_long_term_forecast_etth1_el4_dm16_df64_tk4_nk3_0088,TimesNet,long_term_forecast,ETTh1,5,success,,-0.002110112924128771
timesnet_long_term_forecast_etth1_el3_dm16_df64_tk6_nk4_0089,timesnet_long_term_forecast_etth1_el3_dm16_df64_tk6_nk4_0089,TimesNet,long_term_forecast,ETTh1,5,success,,0.005248887650668621
timesnet_long_term_forecast_etth1_el2_dm64_df256_tk2_nk3_0090,timesnet_long_term_forecast_etth1_el2_dm64_df256_tk2_nk3_0090,TimesNet,long_term_forecast,ETTh1,5,success,,-0.011434745462611317
timesnet_long_term_forecast_etth1_el4_dm16_df32_tk7_nk3_0091,timesnet_long_term_forecast_etth1_el4_dm16_df32_tk7_nk3_0091,TimesNet,long_term_forecast,ETTh1,5,success,,-0.004635226912796497
timesnet_long_term_forecast_etth1_el4_dm64_df256_tk5_nk7_0092,timesnet_long_term_forecast_etth1_el4_dm64_df256_tk5_nk7_0092,TimesNet,long_term_forecast,ETTh1,5,success,,-0.007251292048022151
timesnet_long_term_forecast_etth1_el4_dm8_df16_tk5_nk4_0093,timesnet_long_term_forecast_etth1_el4_dm8_df16_tk5_nk4_0093,TimesNet,long_term_forecast,ETTh1,5,success,,-0.002496269065886736
timesnet_long_term_forecast_etth1_el3_dm64_df256_tk4_nk5_0094,timesnet_long_term_forecast_etth1_el3_dm64_df256_tk4_nk5_0094,TimesNet,long_term_forecast,ETTh1,5,success,,0.019868818763643502
timesnet_long_term_forecast_etth1_el3_dm32_df128_tk2_nk7_0095,timesnet_long_term_forecast_etth1_el3_dm32_df128_tk2_nk7_0095,TimesNet,long_term_forecast,ETTh1,5,success,,0.005329479184001684
timesnet_long_term_forecast_etth1_el2_dm8_df32_tk8_nk3_0096,timesnet_long_term_forecast_etth1_el2_dm8_df32_tk8_nk3_0096,TimesNet,long_term_forecast,ETTh1,5,success,,-0.006506793014705181
timesnet_long_term_forecast_etth1_el2_dm64_df128_tk4_nk5_0097,timesnet_long_term_forecast_etth1_el2_dm64_df128_tk4_nk5_0097,TimesNet,long_term_forecast,ETTh1,5,success,,-0.0006317552644759417
timesnet_long_term_forecast_etth1_el2_dm32_df128_tk2_nk7_0098,timesnet_long_term_forecast_etth1_el2_dm32_df128_tk2_nk7_0098,TimesNet,long_term_forecast,ETTh1,5,success,,0.012487609463278204
timesnet_long_term_forecast_etth1_el1_dm8_df16_tk5_nk3_0099,timesnet_long_term_forecast_etth1_el1_dm8_df16_tk5_nk3_0099,TimesNet,long_term_forecast,ETTh1,5,success,,0.003477717563509941
timesnet_long_term_forecast_etth1_el1_dm8_df32_tk6_nk4_0100,timesnet_long_term_forecast_etth1_el1_dm8_df32_tk6_nk4_0100,TimesNet,long_term_forecast,ETTh1,5,success,,-0.016896744538098574
